origin,beta,theta,r2,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha7,alpha8,alpha9,alpha10,alpha11,alpha12,alpha13,alpha14,alpha15
"421019891001",-1.97394164637287,-0.864050298980247,1,10.8041249720393,-7.52446202337906,1.16752174001327,-11.8653365127499,8.8669039626448,-3.58442998994917,0.695555344283161,0.941471762639306,5.21690580295531,0.793231760439655,0.395327300691855,7.68327218368898,-6.21461521762841,0,0
"421019802001",-0.985783132410446,0.0404442970195707,0.539337388337494,-0.572334879974639,0.505684408848841,-0.530316459872846,0.91385435242552,-0.201788528835624,-0.0495425356899377,-0.184667818304789,-0.130139912856358,0.180613812151618,0.55500555778759,-0.0241311621109952,-0.043078415244254,-0.375465117357134,0.135903524820441,0.157490931633332
"421019801001",0.859234873691309,-0.506673578178877,1,44.0765393966681,2.64376212190243,-15.2048084784619,-36.1941266935406,2.1927760002694,2.8798708415737,0.89125731282374,-4.00187282932273,4.27937226851908,5.55454995954482,1.29208590198025,0,0,0,0
"421010390008",-0.521983714390897,-0.222018887850361,0.590208005501216,-0.820136089120884,1.63595611971562,-0.281949680973217,0.492658545962428,-0.204689381393385,0.0384289747989086,-0.0353887716794549,-0.18686885470138,-0.253265507814617,0.010784287366093,-0.204401216488108,0.627810091757976,-0.749755452708484,-0.51633128405813,0.462567677163084
"421010390007",-0.397468273607088,-0.114527010659788,0.528654400143174,0.167784148040347,0.050251895514038,0.467723384628591,-0.0922089696753782,-0.277007632539014,0.0566916500761062,-0.0528440191727785,-0.267104960386349,0.0716493846506729,-0.0298725888431904,0.192886508966877,-0.229153392657341,-0.363851040487688,0.149856871076563,0.330239415484592
"421010390006",-0.340830858132531,0.00160712221038676,0.399383195297523,0.447879876559115,0.907875311936342,-0.383593038611883,-0.446954326397178,-0.62102554610847,-0.100410870196325,-0.225448703411278,-0.0114269807594412,0.212831206005845,0.354065942124126,-0.0563174020893577,-0.926591093149332,-0.416557515688545,1.28574643492356,0.367026263626075
"421010390005",-0.262819067791364,-0.0276491560084452,0.679108810645506,0.949945612897718,0.884124884699937,0.0709399568774021,-1.01885611935933,-0.373677405397391,-0.0435826021190476,0.0120591887060835,-0.057869676704592,-0.153046585139969,0.0703664050941113,0.0186435053595285,-0.0916377814631662,0.0784330369739247,0.00633171477359131,-0.159763342408535
"421010390004",-0.740819632907421,3.77125956121781,1,-2.22108542036589,-49.9784727833009,22.3357833662213,0.310797339566315,25.4007898457764,2.6168473236879,5.23235125114381,1.69684485785551,-3.82865236177454,-4.99979866919766,-1.31238113818215,-2.94326999706093,9.29796655273694,0,-9.11497448118074
"421010390003",-0.229572085915155,-0.219418218362141,0.390895299173823,-0.598394409024353,-0.123514029079394,-0.356980246834099,0.976890883576045,-0.495423026495371,0.000554595690615129,-0.00694858306540421,-0.14106349539529,0.5551586394835,0.307563575059156,0.0817616890259188,-0.311969353964818,-0.148735770320708,0.310317708435915,0.0966266543242701
"421010390002",-0.530765464683303,0.0215431450846942,0.615088165268154,0.161953052875197,0.0243951991491738,-0.346652500565744,0.0210074453202303,0.185001537767779,0.0665445023867717,-0.077810387282925,0.0975672032435988,0.11232262922465,0.240506372474917,0.0257386096143174,-1.8565739326207,-0.253395865891612,1.54920852934518,-0.0154329472730498
"421010390001",-0.485771264407588,0.271269665665536,0.358140354016004,0.683839143902878,-0.256706106975121,0.660550833447173,-0.566598034100743,-0.280968338155777,0.0885916876729305,-0.183301669236069,-0.178445839310338,0.259654934075395,0.332657574244753,-0.0133593051255184,-0.0741400077117843,-0.707000595142335,0.082943195316934,0.334515299181701
"421010389003",-0.340499826164237,-0.0891136202407725,0.386814066094692,0.667924925586597,-0.148843763598353,0.988077125998698,-0.80486525214301,-0.205036729725995,-0.171889948961658,-0.0844032960847988,-0.164178850061469,0.120359903260518,0.23608178898123,0.00326173560290854,-3.83077694013408,-0.6232327659186,2.26035010423748,0.420620897300248
"421010389002",-0.632741824464983,-0.0608747873599474,0.569647519645354,-0.679456771442426,0.0142491374369763,0.924363372706626,0.26619723871942,0.109631061571588,-0.171619304615001,0.0602052954946032,0.0153768146001537,0.00950712679437785,-0.214985127354055,-0.329791905149721,-0.0316975438071557,-0.781886672538847,0.0396094041620165,0.488860384385952
"421010389001",-0.265500239917504,0.204072913492773,0.201797687084963,-0.160409715874697,1.25580635122924,-0.489831985484867,-0.427818831964811,-0.176909419447925,-0.0600556657839718,-0.0958823808053035,0.0916644814580697,0.481636092362022,-0.0216774566598511,0.0178907932908325,-0.190505439469423,-0.739281992217444,0.278791074844365,0.298896276274977
"421010388004",-1.01003272720663,0.153766086055118,0.891669778042972,-3.95959402866934,1.11218843408873,-1.09858115555754,2.78056979295782,0.575674629730415,-0.249814004960887,0.0100659272439399,0.632428629440972,0.560449984223473,0.867007915760314,-0.208827854824093,-0.416365354069011,-1.11445181558069,0.833259854825349,0.413189954765703
"421010388003",-0.78379829453657,-0.0633182638562786,0.674985072802902,-0.43332941414444,-0.690949898767809,1.15344467992085,0.233198512141458,0.278793779566613,-0.27150405519866,-0.12300523843018,-0.0778423126614793,-0.177295789231788,0.532452314003274,-0.399615781877034,-0.530539814351335,-0.668365105717913,0.419936079384701,0.82161648965456
"421010388002",-0.414682848913503,0.195401545512131,0.58295677800297,0.0934813979455914,0.220096055371502,0.0397234610439032,-0.0810210749993428,-0.232805851147222,-0.0866923693351434,-0.16012844101712,0.401731073475072,-0.139446623670767,0.136152749296823,-0.237568270490088,-0.0894055380550528,0.491465712333144,0.295660496327061,-0.56466135695962
"421010388001",-4.55960370506098,6.48935623362368,1,-63.0992890907326,3.57961993814413,-13.763050209692,69.9108698634372,0.757565377834077,4.12672475501943,-0.163248077977497,0,0,0,0,0,0,0,0
"421010387002",-0.925427550422572,-0.0973875311880947,0.912568653399902,0.223145129337893,0.0097991717505343,0.0321817620915363,-0.184280835998874,0.297509487058494,0.0749768134481869,0.16376369454255,0.114660758239194,0.0896728448094043,-0.611206324226238,-0.203442966619287,0.0577897579893716,0.618763971936214,-0.265964008180616,-0.467792838507683
"421010387001",-1.65057416848269,-0.162986960281123,1,-4.67281924193139,11.1310418293036,-6.08273635887733,0,0,0,0,0,0,0,0,0,0,0,0
"421010386001",-0.198783977829386,0.0936945928605308,1,4.50785915297517,1.97235098985794,-2.00738348176319,-3.37001944277204,-2.37514704698698,-0.396221833182413,0.402552563858772,1.57138881600685,-0.386554813647158,0.638393374362244,0.09657998748755,0.0556485665021461,0.216058472931393,0,0.452594387418339
"421010385002",9.23703492622715,-4.04623775577847,1,8.43197529346588,-9.36541902547972,-0.65370018684243,-8.44323005608155,9.07184231119591,-2.36969199399121,7.06771445362842,4.91272262189546,-6.68542330747094,-0.193852345472109,-7.01868507960577,-6.38568384899003,1.45835970747363,0.708374013064441,4.09699168193715
"421010385001",-1.02085369711298,-0.0651203723923077,0.312946427172652,0.562069263716587,1.27703137515925,-0.205852485184616,-0.606047208723052,-0.860173241667326,0.0396524977113063,-0.112963556912538,-0.5062273852139,0.136446769858332,0.233926429103812,-0.0728903159113356,-0.260049996834636,0.0533039744965542,0.200710072378017,0.0566539885243753
"421010384002",-0.913355940504692,0.410793760890283,0.875391418668222,0.000713166264313542,1.45984830407057,-0.630172458586664,-0.749422614556911,0.718965359751804,-0.0266317540091626,0.26481775946186,0.111367242368557,-0.450809253451833,-0.576429182832025,-0.0661578451101863,-0.53926293876731,0.00192823640882014,0.640485219794008,-0.281089620435453
"421010384001",-1.23478670418745,0.164632559360498,0.785089911949188,0.078755811314344,1.63098380094665,-0.669574596728312,0.0553734777105474,-0.330505500871672,0.0724839961812334,-0.0277706914399757,-0.0936898639367778,0.0309563264099888,-0.354748845062471,-0.278016282105705,-0.164261600738166,-0.537212880622929,0.0921490977629236,0.423447052667871
"421010383003",-0.0879124570172313,-0.0651297608058875,0.403544397368397,-0.0547349913663832,1.28912824304661,-0.191625297310325,-0.188200933708375,-0.374145924768546,-0.164084962275061,-0.0441239697958159,0.10097057158236,0.174800170261024,-0.0456798131111716,0.0435387313778712,-0.148914580342265,-1.41762297178905,0.0335721152399939,0.9412482589083
"421010383002",-0.154506932863965,0.299980028815776,0.705491562035002,-0.799536504025273,0.276560890129977,0.848591189632064,0.144977253267816,0.0041284839521125,-0.256260094025063,0.282044177737984,-0.194169838781668,0.344954411700581,0.285916668774379,0.17145268395902,-0.407270462092858,-1.25083348989992,0.329676048852815,0.741499902075647
"421010383001",-0.803063030745557,0.264901282940681,0.314644805014513,0.739387094440974,-0.140894331278544,0.66281220608668,-0.835326345571902,-0.236178225029752,-0.132620014499464,-0.160516306419205,0.283395672979792,0.210238066353168,0.0198456823744783,0.131613632240843,-0.273333629625989,-0.753789006172362,0.210490694213421,0.483086016178999
